Name,Nation,Club,Position,Age,Overall,Shooting,Passing,Dribbling,Defending,Finishing
Facundo Medina,Argentina,RC Lens,CB,24,80,36,69,68,80,39
Arthur Cabral,Brazil,SL Benfica,ST,25,80,79,64,76,32,83
Kaoru Mitoma,Japan,Brighton,LM,26,80,73,74,88,57,79
Álex Moreno,Spain,Aston Villa,LB,30,80,69,73,77,76,73
Florentino,Portugal,SL Benfica,CDM,24,80,47,67,72,79,35
Hany Mukhtar,Germany,Nashville SC,CF,28,80,75,80,79,44,78
Vedat Muriqi,Kosovo,RCD Mallorca,ST,29,80,82,63,77,29,84
Jesús Navas,Spain,Sevilla FC,RB,37,80,68,79,80,76,63
David Neres,Brazil,SL Benfica,RM,26,80,75,75,86,43,74
Saúl,Spain,Atlético de Madrid,CM,28,80,76,76,79,77,73
Lucas Ocampos,Argentina,Sevilla FC,RW,29,80,80,77,83,62,80
Exequiel Palacios,Argentina,Leverkusen,CM,25,80,74,77,79,79,71
Mario Pašalić,Croatia,Bergamo Calcio,CAM,28,80,78,76,82,67,80
Gonçalo Ramos,Portugal,Paris SG,ST,22,80,78,65,76,47,82
Luiz Felipe,Italy,Al Ittihad,CB,26,80,29,61,69,81,22
Sergi Roberto,Spain,FC Barcelona,RB,31,80,63,79,78,75,63
Oriol Romeu,Spain,FC Barcelona,CDM,32,80,54,69,65,79,45
Valentin Rongier,France,OM,CDM,28,80,65,75,76,76,59
Marcel Sabitzer,Austria,Borussia Dortmund,CM,29,80,81,80,79,72,78
Téji Savanier,France,Montpellier,CAM,31,80,75,83,81,68,73
Leonardo Spinazzola,Italy,Roma FC,LWB,30,80,64,72,80,76,60
Nicolás Tagliafico,Argentina,OL,LB,31,80,56,72,73,78,57
Kieran Tierney,Scotland,Real Sociedad,LB,26,80,60,75,79,76,52
Rafael Tolói,Italy,Bergamo Calcio,CB,32,80,52,59,58,82,40
Hamari Traoré,Mali,Real Sociedad,RB,31,80,57,72,76,75,52
André Silva,Portugal,Real Sociedad,ST,27,80,80,70,80,46,79
Carlos Vela,Mexico,LAFC,RW,34,80,79,77,82,29,80
Jordan Veretout,France,OM,CM,30,80,75,78,77,76,71
Jonathan Viera,Spain,UD Las Palmas,CAM,34,80,74,79,80,63,76
Aaron Wan-Bissaka,England,Manchester Utd,RB,25,80,50,68,80,77,44
Ollie Watkins,England,Aston Villa,ST,27,80,79,68,76,46,84
Julian Weigl,Germany,M'gladbach,CDM,28,80,64,77,75,76,65
Benjamin White,England,Arsenal,RB,26,80,30,70,74,82,22
Georginio Wijnaldum,Holland,Ettifaq FC,CM,32,80,72,77,78,77,70
Nicolò Zaniolo,Italy,Aston Villa,RM,24,80,78,72,81,51,78
Oleksandr Zinchenko,Ukraine,Arsenal,LB,26,80,66,83,83,78,58
Hakim Ziyech,Morocco,Galatasaray,RW,30,80,75,83,81,50,72
Zubeldia,Spain,Real Sociedad,CB,26,80,63,74,71,80,62
Zubimendi,Spain,Real Sociedad,CDM,24,80,65,74,72,78,67
Vincent Aboubakar,Cameroon,Beşiktaş,ST,31,79,80,71,79,36,82
Nayef Aguerd,Morocco,West Ham,CB,27,79,50,64,58,81,40
Joseph Aidoo,Ghana,RC Celta,CB,28,79,27,47,35,78,18
Ludovic Ajorque,France,1. FSV Mainz 05,ST,29,79,79,63,72,46,83
Thiago Almada,Argentina,Atlanta United,CAM,22,79,74,75,82,51,72
Marcos Alonso,Spain,FC Barcelona,LB,32,79,74,81,78,78,70
Benjamin André,France,LOSC Lille,CDM,33,79,64,73,75,78,61
Fredrik Aursnes,Norway,SL Benfica,CM,27,79,66,78,77,74,64
Azpilicueta,Spain,Atlético de Madrid,RB,34,79,55,76,68,81,46
Alexander Bah,Denmark,SL Benfica,RB,25,79,65,72,75,74,59
Leon Bailey,Jamaica,Aston Villa,RM,26,79,77,73,84,33,78
Ridle Baku,Germany,VfL Wolfsburg,RB,25,79,73,74,83,72,74
Folarin Balogun,United States,AS Monaco,ST,22,79,79,62,77,23,83
Éver Banega,Argentina,Al Shabab,CM,35,79,73,82,78,73,71
Ricardo Pereira,Portugal,Leicester City,RB,30,79,66,77,76,79,64
Marc Bartra,Spain,Real Betis,CB,32,79,61,72,69,79,55
Christoph Baumgartner,Austria,RB Leipzig,CAM,24,79,73,74,82,45,76
Yuri Berchiche,Spain,Athletic Club,LB,33,79,68,74,72,76,61
Steven Bergwijn,Holland,Ajax,LW,26,79,77,74,83,42,75
Gonçalo Inácio,Portugal,Sporting CP,CB,22,79,36,61,49,80,23
Yves Bissouma,Mali,Spurs,CDM,27,79,67,74,78,77,58
Sacha Boey,France,Galatasaray,RB,23,79,55,65,74,76,44
Giacomo Bonaventura,Italy,Fiorentina,CM,34,79,78,80,79,70,75
Jarrod Bowen,England,West Ham,RM,26,79,77,74,80,44,80
Dan Burn,England,Newcastle Utd,CB,31,79,34,67,69,80,25
Rémy Cabella,France,LOSC Lille,CAM,33,79,73,77,83,40,74
Antonio Candreva,Italy,Salernitana,CF,36,79,79,80,81,62,74
Nicolò Casale,Italy,Latium,CB,25,79,53,66,70,80,47
Matty Cash,Poland,Aston Villa,RB,26,79,66,71,75,74,66
Valentin Castellanos,Argentina,Latium,ST,25,79,79,69,76,42,82
Catena,Spain,CA Osasuna,CB,28,79,39,63,35,80,38
Edinson Cavani,Uruguay,Boca Juniors,ST,36,79,82,68,70,51,83
Dani Ceballos,Spain,Real Madrid,CM,27,79,71,78,83,70,68
Patrick Ciurria,Italy,Monza,RM,28,79,74,77,78,48,73
Cucurella,Spain,Chelsea,LB,25,79,68,77,79,75,68
Romarinho,Brazil,Al Ittihad,CF,32,79,76,71,81,30,78
Luuk de Jong,Holland,PSV,ST,33,79,79,71,69,46,81
Raúl de Tomás,Spain,Rayo Vallecano,ST,28,79,79,76,80,39,79
Thomas Delaney,Denmark,RSC Anderlecht,CDM,32,79,71,73,71,80,68
Kerem Demirbay,Germany,Galatasaray,CM,30,79,76,79,82,71,75
Lucas Digne,France,Aston Villa,LB,30,79,69,78,76,76,60
Axel Disasi,France,Chelsea,CB,25,79,48,53,54,80,46
Angeliño,Spain,Galatasaray,LB,26,79,71,81,83,74,70
Eberechi Eze,England,Crystal Palace,CAM,25,79,76,77,83,49,78
Ignacio Fernández,Argentina,River Plate,CAM,33,79,76,80,78,69,75
Wesley Fofana,France,Chelsea,CB,22,79,37,55,65,81,29
Przemysław Frankowski,Poland,RC Lens,RWB,28,79,72,75,76,69,71
Gonçalo Guedes,Portugal,SL Benfica,ST,26,79,81,73,83,38,80
Álvaro García,Spain,Rayo Vallecano,LM,30,79,69,73,78,51,75
Lutsharel Geertruida,Holland,Feyenoord,RB,23,79,53,69,75,79,61
Carles Gil,Spain,New England,CAM,30,79,69,80,80,38,71
Alexandr Golovin,Russia,AS Monaco,LM,27,79,72,78,83,60,70
Joe Gomez,England,Liverpool,CB,26,79,27,68,69,79,20
Moi Gómez,Spain,CA Osasuna,CM,29,79,75,80,78,61,77
Edgar,Spain,UD Almería,CB,26,79,49,65,60,82,52
Robin Gosens,Germany,Union Berlin,LWB,29,79,74,73,75,76,78
Amine Gouiri,France,Stade Rennais FC,ST,23,79,81,76,82,45,81
Ryan Gravenberch,Holland,Liverpool,CM,21,79,76,78,84,68,76
Michael Gregoritsch,Austria,SC Freiburg,ST,29,79,79,71,73,42,82
Mattéo Guendouzi,France,Latium,CM,24,79,69,78,76,74,66
Christian Günter,Germany,SC Freiburg,LB,30,79,58,71,73,74,51
Ander Herrera,Spain,Athletic Club,CM,34,79,71,77,77,79,68
Piero Hincapié,Ecuador,Leverkusen,CB,21,79,40,64,70,79,40
Juanmi,Spain,Al Riyadh,LM,30,79,79,72,80,31,83
Kevin Kampl,Slovenia,RB Leipzig,CM,33,79,66,80,80,64,62
Lukas Klostermann,Germany,RB Leipzig,CB,27,79,50,64,71,81,55
Ezri Konsa,England,Aston Villa,CB,25,79,39,62,70,80,34
Mohammed Kudus,Ghana,West Ham,RW,23,79,74,71,86,59,76
Manuel Lazzari,Italy,Latium,RB,29,79,62,76,82,70,67
Philipp Lienhart,Austria,SC Freiburg,CB,27,79,28,59,59,81,24
Renan Lodi,Brazil,OM,LB,25,79,67,75,77,74,65
David López,Spain,Girona FC,CB,34,79,57,70,63,80,50
Matheus Nunes,Portugal,Manchester City,CM,25,79,71,74,83,73,71
Harry Maguire,England,Manchester Utd,CB,30,79,57,67,68,78,48
Lovro Majer,Croatia,VfL Wolfsburg,CM,25,79,73,81,85,60,71
Solly March,England,Brighton,RM,29,79,70,76,83,67,69
John McGinn,Scotland,Aston Villa,CM,28,79,74,75,77,73,71
Callum McGregor,Scotland,Celtic,CDM,30,79,74,78,78,69,72
Scott McTominay,Scotland,Manchester Utd,CDM,26,79,74,72,77,77,70
Ben Mee,England,Brentford,CB,34,79,42,54,50,82,36
Nikola Milenković,Serbia,Fiorentina,CB,25,79,45,62,60,79,38
Tyrone Mings,England,Aston Villa,CB,30,79,44,67,68,78,37
Aleksandar Mitrović,Serbia,Al Hilal,ST,29,79,79,61,68,27,82
Gonzalo Montiel,Argentina,Nott'm Forest,RB,26,79,62,69,74,76,58
Morales,Spain,Villarreal CF,ST,36,79,82,75,82,52,83
Nordi Mukiele,France,Paris SG,RB,25,79,49,68,72,80,40
Luis Muriel,Colombia,Bergamo Calcio,ST,32,79,80,73,87,27,80
Wilfred Ndidi,Nigeria,Leicester City,CDM,26,79,60,65,62,82,50
Florian Neuhaus,Germany,M'gladbach,CM,26,79,72,78,80,67,71
Alex Telles,Brazil,Al Nassr,LB,30,79,74,79,77,75,63
Ayoze Pérez,Spain,Real Betis,LM,30,79,72,76,84,58,74
Ivan Perišić,Croatia,Spurs,LW,34,79,78,80,80,73,76
Kalvin Phillips,England,Manchester City,CDM,27,79,65,76,72,77,62
Ethan Pinnock,Jamaica,Brentford,CB,30,79,37,57,60,80,33
Yeremy Pino,Spain,Villarreal CF,LM,20,79,73,76,81,38,79
Christian Pulisic,United States,Milan,LW,25,79,71,73,86,37,73
Giacomo Raspadori,Italy,Napoli FC,CF,23,79,78,68,80,27,80
Matheus Reis,Brazil,Sporting CP,CB,28,79,53,67,74,79,50
Emanuel Reynoso,Argentina,Minnesota United,CAM,27,79,67,78,81,59,65
Lucas Robertone,Argentina,UD Almería,CM,26,79,77,77,80,72,77
Sebastian Rode,Germany,Frankfurt,CDM,32,79,65,72,72,78,63
Pedro,Spain,Latium,RW,36,79,74,76,84,36,74
Kaku,Paraguay,Al Ain FC,CAM,28,79,72,81,79,52,73
Perr Schuurs,Holland,Torino,CB,23,79,64,74,68,81,57
Mohamed Simakan,France,RB Leipzig,CB,23,79,43,64,67,80,39
Xavi Simons,Holland,RB Leipzig,CAM,20,79,73,76,83,61,77
Douglas Luiz,Brazil,Aston Villa,CDM,25,79,72,82,76,74,70
Carlos Soler,Spain,Paris SG,CM,26,79,76,80,80,70,76
Alexander Sørloth,Norway,Villarreal CF,ST,27,79,78,69,77,36,81
Tomáš Souček,Czech Republic,West Ham,CDM,28,79,70,71,72,80,70
Josip Šutalo,Croatia,Ajax,CB,23,79,32,61,72,80,27
James Tarkowski,England,Everton,CB,30,79,45,62,55,81,40
Teddy Teuma,Malta,Stade de Reims,CM,30,79,77,79,75,73,73
Khéphren Thuram,France,OGC Nice,CM,22,79,72,77,80,77,75
Marcus Thuram,France,Inter,ST,26,79,77,71,83,48,77
Jurriën Timber,Holland,Arsenal,CB,22,79,47,67,76,80,41
Jean-Clair Todibo,France,OGC Nice,CB,23,79,47,63,66,80,44
Corentin Tolisso,France,OL,CDM,29,79,78,77,77,77,75
Óliver Torres,Spain,Sevilla FC,CM,28,79,72,79,84,65,73
Gernot Trauner,Austria,Feyenoord,CB,31,79,57,67,65,80,51
Samuel Umtiti,France,LOSC Lille,CB,29,79,62,68,61,80,51
Hans Vanaken,Belgium,Club Brugge,CM,31,79,79,81,78,59,81
Jan Vertonghen,Belgium,RSC Anderlecht,CB,36,79,61,72,64,81,54
Edin Višća,Bosnia and Herzegovina,Trabzonspor,RM,33,79,78,76,79,47,77
Vivian,Spain,Athletic Club,CB,24,79,48,56,52,80,48
Kevin Volland,Germany,Union Berlin,ST,31,79,82,78,78,46,82
Nico Williams,Spain,Athletic Club,RM,21,79,73,72,84,33,75
Axel Witsel,Belgium,Atlético de Madrid,CDM,34,79,63,77,75,79,62
Denis Zakaria,Switzerland,AS Monaco,CDM,26,79,63,72,78,78,62
Davide Zappacosta,Italy,Bergamo Calcio,LWB,31,79,67,73,76,75,60
Lucas Zelarayán,Armenia,Al Fateh,CAM,31,79,77,78,82,46,74
Carlos Augusto,Brazil,Inter,LM,24,79,70,76,80,76,67
Kurt Zouma,France,West Ham,CB,28,79,51,61,50,79,47
Salis Abdul Samed,Ghana,RC Lens,CDM,23,78,47,66,68,76,48
Tyler Adams,United States,AFC Bournemouth,CDM,24,78,48,67,68,77,48
Pizzi,Portugal,SC Braga,CM,34,78,75,79,82,63,74
Rodrigo Aliendro,Argentina,River Plate,CM,32,78,73,74,79,74,70
Joachim Andersen,Denmark,Crystal Palace,CB,27,78,50,70,64,78,40
Michail Antonio,Jamaica,West Ham,ST,33,78,74,73,78,54,75
Gabriel Paulista,Brazil,Valencia CF,CB,32,78,49,66,58,79,42
Serge Aurier,Côte d'Ivoire,Nott'm Forest,RB,30,78,62,74,73,76,58
Sardar Azmoun,Iran,Roma FC,ST,28,78,75,71,77,40,76
Benoît Badiashile,France,Chelsea,CB,22,78,47,67,58,79,38
Simon Banza,France,SC Braga,ST,27,78,78,55,76,31,81
Antonín Barák,Czech Republic,Fiorentina,CM,28,78,77,79,80,65,76
Sheraldo Becker,Suriname,Union Berlin,ST,28,78,76,70,80,35,79
Héctor Bellerín,Spain,Real Betis,RB,28,78,51,70,76,74,52
Andrea Belotti,Italy,Roma FC,ST,29,78,76,58,75,38,77
Saïd Benrahma,Algeria,West Ham,LM,28,78,75,75,83,40,72
Mergim Berisha,Germany,TSG Hoffenheim,ST,25,78,79,72,75,37,80
Federico Bernardeschi,Italy,Toronto FC,RW,29,78,75,78,84,57,69
Ludovic Blas,France,Stade Rennais FC,CAM,25,78,76,76,85,58,72
Denis Bouanga,Gabon,LAFC,LW,28,78,77,71,78,38,79
Nélson Semedo,Portugal,Wolves,RB,29,78,57,69,78,74,50
Mohamed Camara,Mali,AS Monaco,CDM,23,78,58,69,74,73,51
Maxence Caqueret,France,OL,CM,23,78,58,75,78,74,55
Matheus Cunha,Brazil,Wolves,ST,24,78,78,75,84,40,77
Gedson Fernandes,Portugal,Beşiktaş,CM,24,78,73,76,82,75,72
Gaetano Castrovilli,Italy,Fiorentina,CM,26,78,67,76,82,66,69
Eric Maxim Choupo-Moting,Cameroon,FC Bayern München,ST,34,78,77,69,81,38,83
Jordy Clasie,Holland,AZ,CDM,32,78,63,79,73,71,53
Santi Comesaña,Spain,Villarreal CF,CDM,27,78,68,69,76,77,69
Igor Coronado,Brazil,Al Ittihad,CAM,31,78,74,77,81,57,74
Dante,Brazil,OGC Nice,CB,39,78,52,68,61,79,47
Vladimír Coufal,Czech Republic,West Ham,RB,31,78,56,72,72,77,50
Gustavo Cuéllar,Colombia,Al Shabab,CDM,30,78,50,66,68,76,36
José Fonte,Portugal,SC Braga,CB,39,78,46,62,61,80,42
Mahmoud Dahoud,Germany,Brighton,CM,27,78,68,77,84,66,60
Felipe,Brazil,Nott'm Forest,CB,34,78,44,56,55,78,40
Nicolás De la Cruz,Uruguay,River Plate,CM,26,78,76,77,82,70,74
Evanilson,Brazil,FC Porto,ST,24,78,76,63,77,25,79
Habib Diallo,Senegal,Al Shabab,ST,28,78,79,59,74,23,82
Issa Diop,France,Fulham,CB,26,78,37,53,52,79,30
Ritsu Doan,Japan,SC Freiburg,RM,25,78,71,75,83,40,70
Danilho Doekhi,Holland,Union Berlin,CB,25,78,42,59,60,78,39
Oscar,Brazil,Shanghai Port,CM,32,78,76,80,78,61,75
Cheick Doucouré,Mali,Crystal Palace,CDM,23,78,57,69,76,75,56
Sebastián Driussi,Argentina,Austin FC,CAM,27,78,79,73,77,32,77
Munir,Morocco,UD Las Palmas,LM,28,78,78,77,80,35,79
Stephan El Shaarawy,Italy,Roma FC,LM,30,78,75,75,76,49,73
Breel Embolo,Switzerland,AS Monaco,ST,26,78,77,70,76,51,77
Alfonso Espino,Uruguay,Rayo Vallecano,LB,31,78,63,68,76,75,60
Ansu Fati,Spain,Brighton,LW,20,78,76,72,80,30,79
Remo Freuler,Switzerland,Bologna,CDM,31,78,69,73,76,74,65
Conor Gallagher,England,Chelsea,CM,23,78,75,74,77,68,75
Rubén García,Spain,CA Osasuna,LM,30,78,76,79,78,45,77
Fran García,Spain,Real Madrid,LB,24,78,49,69,76,71,42
Pepelu,Spain,Valencia CF,CDM,25,78,62,77,68,72,58
Rachid Ghezzal,Algeria,Beşiktaş,RW,31,78,72,81,82,28,71
Samuel Gigot,France,OM,CB,29,78,38,62,56,78,35
Santiago Giménez,Mexico,Feyenoord,ST,22,78,78,67,75,53,80
Ismaily,Brazil,LOSC Lille,LB,33,78,64,73,78,73,60
Jonathan Gradit,France,RC Lens,CB,30,78,29,63,68,78,19
Pascal Groß,Germany,Brighton,CM,32,78,75,82,77,62,74
Marc Guéhi,England,Crystal Palace,CB,23,78,39,59,65,79,42
Amadou Haidara,Mali,RB Leipzig,CM,25,78,72,76,81,70,69
Reo Hatate,Japan,Celtic,CM,25,78,74,75,78,65,71
Hans Hateboer,Holland,Bergamo Calcio,RWB,29,78,64,72,78,74,64
Thorgan Hazard,Belgium,RSC Anderlecht,LM,30,78,74,78,82,53,71
Ahmed Hegazi,Egypt,Al Ittihad,CB,32,78,20,50,53,77,17
Benjamin Henrichs,Germany,RB Leipzig,RB,26,78,53,73,78,75,50
Rico Henry,England,Brentford,LB,26,78,41,62,71,74,40
Héctor Herrera,Mexico,Houston Dynamo,CM,33,78,74,74,75,75,71
Junya Ito,Japan,Stade de Reims,RM,30,78,70,73,78,58,71
Nicolas Jackson,Senegal,Chelsea,ST,22,78,79,63,82,42,83
Florian Kainz,Austria,1. FC Köln,CAM,30,78,75,79,78,44,75
Pierre Kalulu,France,Milan,CB,23,78,50,68,64,79,43
Rick Karsdorp,Holland,Roma FC,RM,28,78,63,75,77,76,53
Moise Kean,Italy,Juventus,ST,23,78,76,58,77,40,77
Naby Keïta,Guinea,SV Werder Bremen,CM,28,78,72,75,83,69,72
Sead Kolašinac,Bosnia and Herzegovina,Bergamo Calcio,CB,30,78,63,67,67,76,60
Rade Krunić,Bosnia and Herzegovina,Milan,CM,30,78,72,77,78,74,70
Kodjo Fo-Doh Laba,Togo,Al Ain FC,ST,31,78,78,64,68,25,81
Noa Lang,Holland,PSV,LW,24,78,73,71,85,50,75
Lee Jae Sung,Korea Republic,1. FSV Mainz 05,CAM,31,78,71,75,82,58,71
Lee Kang In,Korea Republic,Paris SG,LW,22,78,74,79,81,30,75
Emerson Royal,Brazil,Spurs,RB,24,78,62,71,74,75,57
Mario Lemina,Gabon,Wolves,CDM,30,78,67,75,76,75,59
Alex Sandro,Brazil,Juventus,LB,32,78,65,74,79,75,55
Sean Longstaff,England,Newcastle Utd,CM,25,78,65,75,75,73,60
Maxime Lopez,France,Fiorentina,CM,25,78,71,79,79,67,72
Dejan Lovren,Croatia,OL,CB,34,78,40,60,63,79,33
Dodi Lukébakio,Belgium,Sevilla FC,RM,26,78,78,70,85,31,77
Renato Sanches,Portugal,Roma FC,CM,26,78,70,77,80,72,60
Pablo Maffeo,Spain,RCD Mallorca,RWB,26,78,52,70,80,75,53
Nemanja Maksimović,Serbia,Getafe CF,CM,28,78,72,74,75,77,74
Tyrell Malacia,Holland,Manchester Utd,LB,24,78,56,69,78,74,50
Ruslan Malinovskyi,Ukraine,Genoa,CF,30,78,79,80,79,64,74
Konstantinos Mavropanos,Greece,West Ham,CB,25,78,56,54,60,78,50
Philipp Max,Germany,Frankfurt,LWB,30,78,65,77,73,70,63
Bryan Mbeumo,Cameroon,Brentford,RW,24,78,77,72,79,45,77
Junior Messias,Brazil,Genoa,RW,32,78,73,73,84,49,75
Luis Milla,Spain,Getafe CF,CM,29,78,72,77,72,75,70
Moncayola,Spain,CA Osasuna,CM,25,78,66,75,82,73,68
Hidemasa Morita,Japan,Sporting CP,CM,28,78,68,75,77,72,73
Galeno,Brazil,FC Porto,LM,25,78,76,67,83,38,79
Marcão,Brazil,Sevilla FC,CB,27,78,36,60,69,78,31
Fran Navarro,Spain,FC Porto,ST,25,78,79,54,75,41,80
Evan Ndicka,Côte d'Ivoire,Roma FC,CB,24,78,53,72,72,77,49
Tanguy Ndombele,France,Galatasaray,CM,26,78,71,79,88,68,68
Victor Nelsson,Denmark,Galatasaray,CB,24,78,43,59,63,79,36
Jota,Portugal,Al Ittihad,LM,24,78,73,73,80,37,74
M'Bala Nzola,Angola,Fiorentina,ST,27,78,75,60,75,29,80
Michael Olise,France,Crystal Palace,RW,21,78,70,77,83,50,71
Caio Henrique,Brazil,AS Monaco,LB,26,78,58,78,78,72,54
Mathías Olivera,Uruguay,Napoli FC,LB,25,78,50,69,74,77,49
Riccardo Orsolini,Italy,Bologna,RM,26,78,75,74,84,39,73
Salih Özcan,Turkey,Borussia Dortmund,CDM,25,78,62,71,75,76,66
Vangelis Pavlidis,Greece,AZ,ST,24,78,78,67,79,44,80
Pedraza,Spain,Villarreal CF,LB,27,78,72,72,77,74,72
Nicolas Pépé,Côte d'Ivoire,Trabzonspor,RM,28,78,76,74,82,36,75
Matteo Pessina,Italy,Monza,CAM,26,78,70,77,80,71,70
Quinn,Canada,OL Reign,CDM,28,78,46,69,65,78,36
Arthur,Brazil,Fiorentina,CM,27,78,65,79,83,71,56
Jacob Ramsey,England,Aston Villa,LM,22,78,75,73,81,68,77
David Raum,Germany,RB Leipzig,LB,25,78,59,77,78,71,57
Reguilón,Spain,Manchester Utd,LB,26,78,57,74,77,75,53
Tijjani Reijnders,Holland,Milan,CM,25,78,74,75,79,71,73
Sérgio Oliveira,Portugal,Galatasaray,CM,31,78,76,82,72,67,70
Giovanni Reyna,United States,Borussia Dortmund,RM,20,78,73,74,85,37,71
André Almeida,Portugal,Valencia CF,CM,23,78,66,76,82,68,57
Dani Rodríguez,Spain,RCD Mallorca,RM,35,78,75,76,75,63,79
Alexis Saelemaekers,Belgium,Bologna,RW,24,78,67,75,81,64,68
Antonio Sanabria,Paraguay,Torino,ST,27,78,76,69,81,32,81
Pablo Sarabia,Spain,Wolves,RM,31,78,73,80,80,57,72
Gianluca Scamacca,Italy,Bergamo Calcio,ST,24,78,78,66,74,36,80
Stefano Sensi,Italy,Inter,CM,28,78,62,83,82,65,53
Giovanni Simeone,Argentina,Napoli FC,ST,28,78,79,64,74,41,81
Luis Sinisterra,Colombia,AFC Bournemouth,LM,24,78,72,70,85,53,73
Emile Smith Rowe,England,Arsenal,LW,23,78,71,75,83,32,73
Borna Sosa,Croatia,Ajax,LWB,25,78,53,78,79,70,41
Djibril Sow,Switzerland,Sevilla FC,CM,26,78,69,75,74,75,69
Taras Stepanenko,Ukraine,Shakhtar Donetsk,CDM,34,78,62,71,64,76,56
Lars Stindl,Germany,Karlsruher SC,CAM,35,78,78,79,77,60,76
Renato Tapia,Peru,RC Celta,CDM,28,78,66,71,66,79,62
António Silva,Portugal,SL Benfica,CB,19,78,33,62,69,80,28
James Tavernier,England,Rangers,RB,31,78,72,78,74,70,66
Adrien Thomasson,France,RC Lens,LW,29,78,74,78,80,65,75
Takehiro Tomiyasu,Japan,Arsenal,RB,24,78,33,67,69,80,29
Óscar Trejo,Argentina,Rayo Vallecano,CAM,35,78,76,78,84,70,75
Mike Trésor,Belgium,Burnley,LM,24,78,71,79,81,38,71
Cengiz Ünder,Turkey,Fenerbahçe,RM,26,78,76,77,80,38,74
Myrto Uzuni,Albania,Granada CF,ST,28,78,79,70,83,32,84
Micky van de Ven,Holland,Spurs,CB,22,78,43,59,68,79,37
Branco van den Boomen,Holland,Ajax,CM,28,78,76,82,73,67,73
Jamie Vardy,England,Leicester City,ST,36,78,79,69,72,52,81
Joey Veerman,Holland,PSV,CM,24,78,69,83,76,61,64
Gabri Veiga,Spain,Al Ahli,CM,21,78,77,72,80,60,81
Joël Veltman,Holland,Brighton,RB,31,78,49,68,68,80,50
Vesga,Spain,Athletic Club,CM,30,78,78,74,68,77,83
Nikola Vlašić,Croatia,Torino,CF,26,78,75,76,82,57,73
Elye Wahi,France,RC Lens,ST,20,78,78,67,79,31,80
James Ward-Prowse,England,West Ham,CM,28,78,72,85,71,64,70
Adam Webster,England,Brighton,CB,28,78,31,62,69,79,30
Joe Willock,England,Newcastle Utd,CM,24,78,72,74,84,72,74
Patrick Wimmer,Austria,VfL Wolfsburg,RW,22,78,69,71,84,49,69
Marius Wolf,Germany,Borussia Dortmund,RB,28,78,71,73,77,72,73
Yunis Abdelhamid,Morocco,Stade de Reims,CB,36,77,33,57,61,78,25
Luciano Acosta,Argentina,FC Cincinnati,CAM,29,77,68,71,85,46,65
Tosin Adarabioyo,England,Fulham,CB,26,77,31,57,56,77,30
Amine Adli,Morocco,Leverkusen,ST,23,77,75,69,83,41,78
Kerem Aktürkoğlu,Turkey,Galatasaray,LM,24,77,73,71,82,38,75
Salem Al Dawsari,Saudi Arabia,Al Hilal,LM,32,77,73,69,82,51,72
Nadiem Amiri,Germany,Leverkusen,CAM,26,77,72,77,83,55,68
Stephen Eustáquio,Canada,FC Porto,CDM,26,77,64,75,70,73,61
Taiwo Awoniyi,Nigeria,Nott'm Forest,ST,26,77,76,59,72,32,78
Loïc Badé,France,Sevilla FC,CB,23,77,45,56,58,77,45
Tommaso Baldanzi,Italy,Empoli,CAM,20,77,73,73,79,41,72
Iván Balliu,Albania,Rayo Vallecano,RB,31,77,51,70,72,72,50
Jonathan Bamba,France,RC Celta,LM,27,77,73,73,80,39,70
Igor Paixão,Brazil,Feyenoord,LW,23,77,69,71,79,32,72
Esequiel Barco,Argentina,River Plate,LM,24,77,73,72,83,34,74
Abdülkerim Bardakçı,Turkey,Galatasaray,CB,29,77,32,64,63,78,24
Musa Barrow,Gambia,Al Taawoun,CF,24,77,75,69,81,31,77
Michy Batshuayi,Belgium,Fenerbahçe,ST,30,77,78,62,76,36,77
Ihlas Bebou,Togo,TSG Hoffenheim,ST,29,77,75,68,81,34,78
Juan Bernat,Spain,SL Benfica,LB,30,77,64,76,81,75,63
Philip Billing,Denmark,AFC Bournemouth,CM,27,77,78,73,78,71,78
Daley Blind,Holland,Girona FC,CB,33,77,62,80,77,81,56
Willian,Brazil,Fulham,LM,35,77,77,77,82,49,75
Fabio Borini,Italy,Sampdoria,LM,32,77,77,73,77,46,79
Lucas Boyé,Argentina,Granada CF,ST,27,77,76,64,82,49,79
Martin Braithwaite,Denmark,RCD Espanyol,ST,32,77,77,72,78,34,80
Ante Budimir,Croatia,CA Osasuna,ST,32,77,77,49,79,35,81
Santiago Bueno,Uruguay,Wolves,CB,24,77,31,55,47,78,20
Alessandro Buongiorno,Italy,Torino,CB,24,77,45,69,60,79,36
Dominic Calvert-Lewin,England,Everton,ST,26,77,75,64,71,39,77
Gianluca Caprari,Italy,Monza,CF,30,77,75,76,82,33,76
Timothy Castagne,Belgium,Fulham,RB,27,77,56,71,76,74,56
Danilo Cataldi,Italy,Latium,CDM,29,77,71,77,77,73,66
Franco Cervi,Argentina,RC Celta,LM,29,77,67,72,77,55,70
Trevoh Chalobah,England,Chelsea,CB,24,77,47,65,69,78,44
Viktor Claesson,Sweden,F.C. København,CM,31,77,73,74,77,65,75
Dodô,Brazil,Fiorentina,RB,24,77,59,73,77,71,60
Joaquín Correa,Argentina,OM,CF,29,77,73,74,85,40,74
