Name,Club,Position,Overall,Shooting,Passing,Dribbling,Defending,Finishing
Thomas Delaney,RSC Anderlecht,CDM,79,71,73,71,80,68
Kerem Demirbay,Galatasaray,CM,79,76,79,82,71,75
Lucas Digne,Aston Villa,LB,79,69,78,76,76,60
Axel Disasi,Chelsea,CB,79,48,53,54,80,46
Angeliño,Galatasaray,LB,79,71,81,83,74,70
Eberechi Eze,Crystal Palace,CAM,79,76,77,83,49,78
Ignacio Fernández,River Plate,CAM,79,76,80,78,69,75
Wesley Fofana,Chelsea,CB,79,37,55,65,81,29
Przemysław Frankowski,RC Lens,RWB,79,72,75,76,69,71
Gonçalo Guedes,SL Benfica,ST,79,81,73,83,38,80
Álvaro García,Rayo Vallecano,LM,79,69,73,78,51,75
Lutsharel Geertruida,Feyenoord,RB,79,53,69,75,79,61
Carles Gil,New England,CAM,79,69,80,80,38,71
Alexandr Golovin,AS Monaco,LM,79,72,78,83,60,70
Joe Gomez,Liverpool,CB,79,27,68,69,79,20
Moi Gómez,CA Osasuna,CM,79,75,80,78,61,77
Edgar,UD Almería,CB,79,49,65,60,82,52
Robin Gosens,Union Berlin,LWB,79,74,73,75,76,78
Amine Gouiri,Stade Rennais FC,ST,79,81,76,82,45,81
Ryan Gravenberch,Liverpool,CM,79,76,78,84,68,76
Michael Gregoritsch,SC Freiburg,ST,79,79,71,73,42,82
Mattéo Guendouzi,Latium,CM,79,69,78,76,74,66
Christian Günter,SC Freiburg,LB,79,58,71,73,74,51
Ander Herrera,Athletic Club,CM,79,71,77,77,79,68
Piero Hincapié,Leverkusen,CB,79,40,64,70,79,40
Juanmi,Al Riyadh,LM,79,79,72,80,31,83
Kevin Kampl,RB Leipzig,CM,79,66,80,80,64,62
Lukas Klostermann,RB Leipzig,CB,79,50,64,71,81,55
Ezri Konsa,Aston Villa,CB,79,39,62,70,80,34
Mohammed Kudus,West Ham,RW,79,74,71,86,59,76
Manuel Lazzari,Latium,RB,79,62,76,82,70,67
Philipp Lienhart,SC Freiburg,CB,79,28,59,59,81,24
Renan Lodi,OM,LB,79,67,75,77,74,65
David López,Girona FC,CB,79,57,70,63,80,50
Matheus Nunes,Manchester City,CM,79,71,74,83,73,71
Harry Maguire,Manchester Utd,CB,79,57,67,68,78,48
Lovro Majer,VfL Wolfsburg,CM,79,73,81,85,60,71
Solly March,Brighton,RM,79,70,76,83,67,69
John McGinn,Aston Villa,CM,79,74,75,77,73,71
Callum McGregor,Celtic,CDM,79,74,78,78,69,72
Scott McTominay,Manchester Utd,CDM,79,74,72,77,77,70
Ben Mee,Brentford,CB,79,42,54,50,82,36
Nikola Milenković,Fiorentina,CB,79,45,62,60,79,38
Tyrone Mings,Aston Villa,CB,79,44,67,68,78,37
Aleksandar Mitrović,Al Hilal,ST,79,79,61,68,27,82
Gonzalo Montiel,Nott'm Forest,RB,79,62,69,74,76,58
Morales,Villarreal CF,ST,79,82,75,82,52,83
Nordi Mukiele,Paris SG,RB,79,49,68,72,80,40
Luis Muriel,Bergamo Calcio,ST,79,80,73,87,27,80
Wilfred Ndidi,Leicester City,CDM,79,60,65,62,82,50
Florian Neuhaus,M'gladbach,CM,79,72,78,80,67,71
Alex Telles,Al Nassr,LB,79,74,79,77,75,63
Ayoze Pérez,Real Betis,LM,79,72,76,84,58,74
Ivan Perišić,Spurs,LW,79,78,80,80,73,76
Kalvin Phillips,Manchester City,CDM,79,65,76,72,77,62
Ethan Pinnock,Brentford,CB,79,37,57,60,80,33
Yeremy Pino,Villarreal CF,LM,79,73,76,81,38,79
Christian Pulisic,Milan,LW,79,71,73,86,37,73
Giacomo Raspadori,Napoli FC,CF,79,78,68,80,27,80
Matheus Reis,Sporting CP,CB,79,53,67,74,79,50
Emanuel Reynoso,Minnesota United,CAM,79,67,78,81,59,65
Lucas Robertone,UD Almería,CM,79,77,77,80,72,77
Sebastian Rode,Frankfurt,CDM,79,65,72,72,78,63
Pedro,Latium,RW,79,74,76,84,36,74
Kaku,Al Ain FC,CAM,79,72,81,79,52,73
Perr Schuurs,Torino,CB,79,64,74,68,81,57
Mohamed Simakan,RB Leipzig,CB,79,43,64,67,80,39
Xavi Simons,RB Leipzig,CAM,79,73,76,83,61,77
Douglas Luiz,Aston Villa,CDM,79,72,82,76,74,70
Carlos Soler,Paris SG,CM,79,76,80,80,70,76
Alexander Sørloth,Villarreal CF,ST,79,78,69,77,36,81
Tomáš Souček,West Ham,CDM,79,70,71,72,80,70
Josip Šutalo,Ajax,CB,79,32,61,72,80,27
James Tarkowski,Everton,CB,79,45,62,55,81,40
Teddy Teuma,Stade de Reims,CM,79,77,79,75,73,73
Khéphren Thuram,OGC Nice,CM,79,72,77,80,77,75
Marcus Thuram,Inter,ST,79,77,71,83,48,77
Jurriën Timber,Arsenal,CB,79,47,67,76,80,41
Jean-Clair Todibo,OGC Nice,CB,79,47,63,66,80,44
Corentin Tolisso,OL,CDM,79,78,77,77,77,75
Óliver Torres,Sevilla FC,CM,79,72,79,84,65,73
Gernot Trauner,Feyenoord,CB,79,57,67,65,80,51
Samuel Umtiti,LOSC Lille,CB,79,62,68,61,80,51
Hans Vanaken,Club Brugge,CM,79,79,81,78,59,81
Jan Vertonghen,RSC Anderlecht,CB,79,61,72,64,81,54
Edin Višća,Trabzonspor,RM,79,78,76,79,47,77
Vivian,Athletic Club,CB,79,48,56,52,80,48
Kevin Volland,Union Berlin,ST,79,82,78,78,46,82
Nico Williams,Athletic Club,RM,79,73,72,84,33,75
Axel Witsel,Atlético de Madrid,CDM,79,63,77,75,79,62
Denis Zakaria,AS Monaco,CDM,79,63,72,78,78,62
Davide Zappacosta,Bergamo Calcio,LWB,79,67,73,76,75,60
Lucas Zelarayán,Al Fateh,CAM,79,77,78,82,46,74
Carlos Augusto,Inter,LM,79,70,76,80,76,67
Kurt Zouma,West Ham,CB,79,51,61,50,79,47
Salis Abdul Samed,RC Lens,CDM,78,47,66,68,76,48
Tyler Adams,AFC Bournemouth,CDM,78,48,67,68,77,48
Pizzi,SC Braga,CM,78,75,79,82,63,74
Rodrigo Aliendro,River Plate,CM,78,73,74,79,74,70
Joachim Andersen,Crystal Palace,CB,78,50,70,64,78,40
Michail Antonio,West Ham,ST,78,74,73,78,54,75
Gabriel Paulista,Valencia CF,CB,78,49,66,58,79,42
Serge Aurier,Nott'm Forest,RB,78,62,74,73,76,58
Sardar Azmoun,Roma FC,ST,78,75,71,77,40,76
Benoît Badiashile,Chelsea,CB,78,47,67,58,79,38
Simon Banza,SC Braga,ST,78,78,55,76,31,81
Antonín Barák,Fiorentina,CM,78,77,79,80,65,76
Sheraldo Becker,Union Berlin,ST,78,76,70,80,35,79
Héctor Bellerín,Real Betis,RB,78,51,70,76,74,52
Andrea Belotti,Roma FC,ST,78,76,58,75,38,77
Saïd Benrahma,West Ham,LM,78,75,75,83,40,72
Mergim Berisha,TSG Hoffenheim,ST,78,79,72,75,37,80
Federico Bernardeschi,Toronto FC,RW,78,75,78,84,57,69
Ludovic Blas,Stade Rennais FC,CAM,78,76,76,85,58,72
Denis Bouanga,LAFC,LW,78,77,71,78,38,79
Nélson Semedo,Wolves,RB,78,57,69,78,74,50
Mohamed Camara,AS Monaco,CDM,78,58,69,74,73,51
Maxence Caqueret,OL,CM,78,58,75,78,74,55
Matheus Cunha,Wolves,ST,78,78,75,84,40,77
Gedson Fernandes,Beşiktaş,CM,78,73,76,82,75,72
Gaetano Castrovilli,Fiorentina,CM,78,67,76,82,66,69
Eric Maxim Choupo-Moting,FC Bayern München,ST,78,77,69,81,38,83
Jordy Clasie,AZ,CDM,78,63,79,73,71,53
Santi Comesaña,Villarreal CF,CDM,78,68,69,76,77,69
Igor Coronado,Al Ittihad,CAM,78,74,77,81,57,74
Dante,OGC Nice,CB,78,52,68,61,79,47
Vladimír Coufal,West Ham,RB,78,56,72,72,77,50
Gustavo Cuéllar,Al Shabab,CDM,78,50,66,68,76,36
José Fonte,SC Braga,CB,78,46,62,61,80,42
Mahmoud Dahoud,Brighton,CM,78,68,77,84,66,60
Felipe,Nott'm Forest,CB,78,44,56,55,78,40
Nicolás De la Cruz,River Plate,CM,78,76,77,82,70,74
Evanilson,FC Porto,ST,78,76,63,77,25,79
Habib Diallo,Al Shabab,ST,78,79,59,74,23,82
Issa Diop,Fulham,CB,78,37,53,52,79,30
Ritsu Doan,SC Freiburg,RM,78,71,75,83,40,70
Danilho Doekhi,Union Berlin,CB,78,42,59,60,78,39
Oscar,Shanghai Port,CM,78,76,80,78,61,75
Cheick Doucouré,Crystal Palace,CDM,78,57,69,76,75,56
Sebastián Driussi,Austin FC,CAM,78,79,73,77,32,77
Munir,UD Las Palmas,LM,78,78,77,80,35,79
Stephan El Shaarawy,Roma FC,LM,78,75,75,76,49,73
Breel Embolo,AS Monaco,ST,78,77,70,76,51,77
Alfonso Espino,Rayo Vallecano,LB,78,63,68,76,75,60
Ansu Fati,Brighton,LW,78,76,72,80,30,79
Remo Freuler,Bologna,CDM,78,69,73,76,74,65
Conor Gallagher,Chelsea,CM,78,75,74,77,68,75
Rubén García,CA Osasuna,LM,78,76,79,78,45,77
Fran García,Real Madrid,LB,78,49,69,76,71,42
Pepelu,Valencia CF,CDM,78,62,77,68,72,58
Rachid Ghezzal,Beşiktaş,RW,78,72,81,82,28,71
Samuel Gigot,OM,CB,78,38,62,56,78,35
Santiago Giménez,Feyenoord,ST,78,78,67,75,53,80
Ismaily,LOSC Lille,LB,78,64,73,78,73,60
Jonathan Gradit,RC Lens,CB,78,29,63,68,78,19
Pascal Groß,Brighton,CM,78,75,82,77,62,74
Marc Guéhi,Crystal Palace,CB,78,39,59,65,79,42
Amadou Haidara,RB Leipzig,CM,78,72,76,81,70,69
Reo Hatate,Celtic,CM,78,74,75,78,65,71
Hans Hateboer,Bergamo Calcio,RWB,78,64,72,78,74,64
Thorgan Hazard,RSC Anderlecht,LM,78,74,78,82,53,71
Ahmed Hegazi,Al Ittihad,CB,78,20,50,53,77,17
Benjamin Henrichs,RB Leipzig,RB,78,53,73,78,75,50
Rico Henry,Brentford,LB,78,41,62,71,74,40
Héctor Herrera,Houston Dynamo,CM,78,74,74,75,75,71
Junya Ito,Stade de Reims,RM,78,70,73,78,58,71
Nicolas Jackson,Chelsea,ST,78,79,63,82,42,83
Florian Kainz,1. FC Köln,CAM,78,75,79,78,44,75
Pierre Kalulu,Milan,CB,78,50,68,64,79,43
Rick Karsdorp,Roma FC,RM,78,63,75,77,76,53
Moise Kean,Juventus,ST,78,76,58,77,40,77
Naby Keïta,SV Werder Bremen,CM,78,72,75,83,69,72
Sead Kolašinac,Bergamo Calcio,CB,78,63,67,67,76,60
Rade Krunić,Milan,CM,78,72,77,78,74,70
Kodjo Fo-Doh Laba,Al Ain FC,ST,78,78,64,68,25,81
Noa Lang,PSV,LW,78,73,71,85,50,75
Lee Jae Sung,1. FSV Mainz 05,CAM,78,71,75,82,58,71
Lee Kang In,Paris SG,LW,78,74,79,81,30,75
Emerson Royal,Spurs,RB,78,62,71,74,75,57
Mario Lemina,Wolves,CDM,78,67,75,76,75,59
Alex Sandro,Juventus,LB,78,65,74,79,75,55
Sean Longstaff,Newcastle Utd,CM,78,65,75,75,73,60
Maxime Lopez,Fiorentina,CM,78,71,79,79,67,72
Dejan Lovren,OL,CB,78,40,60,63,79,33
Dodi Lukébakio,Sevilla FC,RM,78,78,70,85,31,77
Renato Sanches,Roma FC,CM,78,70,77,80,72,60
Pablo Maffeo,RCD Mallorca,RWB,78,52,70,80,75,53
Nemanja Maksimović,Getafe CF,CM,78,72,74,75,77,74
Tyrell Malacia,Manchester Utd,LB,78,56,69,78,74,50
Ruslan Malinovskyi,Genoa,CF,78,79,80,79,64,74
Konstantinos Mavropanos,West Ham,CB,78,56,54,60,78,50
Philipp Max,Frankfurt,LWB,78,65,77,73,70,63
Bryan Mbeumo,Brentford,RW,78,77,72,79,45,77
Junior Messias,Genoa,RW,78,73,73,84,49,75
Luis Milla,Getafe CF,CM,78,72,77,72,75,70
Moncayola,CA Osasuna,CM,78,66,75,82,73,68
Hidemasa Morita,Sporting CP,CM,78,68,75,77,72,73
Galeno,FC Porto,LM,78,76,67,83,38,79
Marcão,Sevilla FC,CB,78,36,60,69,78,31
Fran Navarro,FC Porto,ST,78,79,54,75,41,80
Evan Ndicka,Roma FC,CB,78,53,72,72,77,49
Tanguy Ndombele,Galatasaray,CM,78,71,79,88,68,68
Victor Nelsson,Galatasaray,CB,78,43,59,63,79,36
Jota,Al Ittihad,LM,78,73,73,80,37,74
M'Bala Nzola,Fiorentina,ST,78,75,60,75,29,80
Michael Olise,Crystal Palace,RW,78,70,77,83,50,71
Caio Henrique,AS Monaco,LB,78,58,78,78,72,54
Mathías Olivera,Napoli FC,LB,78,50,69,74,77,49
Riccardo Orsolini,Bologna,RM,78,75,74,84,39,73
Salih Özcan,Borussia Dortmund,CDM,78,62,71,75,76,66
Vangelis Pavlidis,AZ,ST,78,78,67,79,44,80
Pedraza,Villarreal CF,LB,78,72,72,77,74,72
Nicolas Pépé,Trabzonspor,RM,78,76,74,82,36,75
Matteo Pessina,Monza,CAM,78,70,77,80,71,70
Quinn,OL Reign,CDM,78,46,69,65,78,36
Arthur,Fiorentina,CM,78,65,79,83,71,56
Jacob Ramsey,Aston Villa,LM,78,75,73,81,68,77
David Raum,RB Leipzig,LB,78,59,77,78,71,57
Reguilón,Manchester Utd,LB,78,57,74,77,75,53
Tijjani Reijnders,Milan,CM,78,74,75,79,71,73
Sérgio Oliveira,Galatasaray,CM,78,76,82,72,67,70
Giovanni Reyna,Borussia Dortmund,RM,78,73,74,85,37,71
André Almeida,Valencia CF,CM,78,66,76,82,68,57
Dani Rodríguez,RCD Mallorca,RM,78,75,76,75,63,79
Alexis Saelemaekers,Bologna,RW,78,67,75,81,64,68
Antonio Sanabria,Torino,ST,78,76,69,81,32,81
Pablo Sarabia,Wolves,RM,78,73,80,80,57,72
Gianluca Scamacca,Bergamo Calcio,ST,78,78,66,74,36,80
Stefano Sensi,Inter,CM,78,62,83,82,65,53
Giovanni Simeone,Napoli FC,ST,78,79,64,74,41,81
Luis Sinisterra,AFC Bournemouth,LM,78,72,70,85,53,73
Emile Smith Rowe,Arsenal,LW,78,71,75,83,32,73
Borna Sosa,Ajax,LWB,78,53,78,79,70,41
Djibril Sow,Sevilla FC,CM,78,69,75,74,75,69
Taras Stepanenko,Shakhtar Donetsk,CDM,78,62,71,64,76,56
Lars Stindl,Karlsruher SC,CAM,78,78,79,77,60,76
Renato Tapia,RC Celta,CDM,78,66,71,66,79,62
António Silva,SL Benfica,CB,78,33,62,69,80,28
James Tavernier,Rangers,RB,78,72,78,74,70,66
Adrien Thomasson,RC Lens,LW,78,74,78,80,65,75
Takehiro Tomiyasu,Arsenal,RB,78,33,67,69,80,29
Óscar Trejo,Rayo Vallecano,CAM,78,76,78,84,70,75
Mike Trésor,Burnley,LM,78,71,79,81,38,71
Cengiz Ünder,Fenerbahçe,RM,78,76,77,80,38,74
Myrto Uzuni,Granada CF,ST,78,79,70,83,32,84
Micky van de Ven,Spurs,CB,78,43,59,68,79,37
Branco van den Boomen,Ajax,CM,78,76,82,73,67,73
Jamie Vardy,Leicester City,ST,78,79,69,72,52,81
Joey Veerman,PSV,CM,78,69,83,76,61,64
Gabri Veiga,Al Ahli,CM,78,77,72,80,60,81
Joël Veltman,Brighton,RB,78,49,68,68,80,50
Vesga,Athletic Club,CM,78,78,74,68,77,83
Nikola Vlašić,Torino,CF,78,75,76,82,57,73
Elye Wahi,RC Lens,ST,78,78,67,79,31,80
James Ward-Prowse,West Ham,CM,78,72,85,71,64,70
Adam Webster,Brighton,CB,78,31,62,69,79,30
Joe Willock,Newcastle Utd,CM,78,72,74,84,72,74
Patrick Wimmer,VfL Wolfsburg,RW,78,69,71,84,49,69
Marius Wolf,Borussia Dortmund,RB,78,71,73,77,72,73
Yunis Abdelhamid,Stade de Reims,CB,77,33,57,61,78,25
Luciano Acosta,FC Cincinnati,CAM,77,68,71,85,46,65
Tosin Adarabioyo,Fulham,CB,77,31,57,56,77,30
Amine Adli,Leverkusen,ST,77,75,69,83,41,78
Kerem Aktürkoğlu,Galatasaray,LM,77,73,71,82,38,75
Salem Al Dawsari,Al Hilal,LM,77,73,69,82,51,72
Nadiem Amiri,Leverkusen,CAM,77,72,77,83,55,68
Stephen Eustáquio,FC Porto,CDM,77,64,75,70,73,61
Taiwo Awoniyi,Nott'm Forest,ST,77,76,59,72,32,78
Loïc Badé,Sevilla FC,CB,77,45,56,58,77,45
Tommaso Baldanzi,Empoli,CAM,77,73,73,79,41,72
Iván Balliu,Rayo Vallecano,RB,77,51,70,72,72,50
Jonathan Bamba,RC Celta,LM,77,73,73,80,39,70
Igor Paixão,Feyenoord,LW,77,69,71,79,32,72
Esequiel Barco,River Plate,LM,77,73,72,83,34,74
Abdülkerim Bardakçı,Galatasaray,CB,77,32,64,63,78,24
Musa Barrow,Al Taawoun,CF,77,75,69,81,31,77
Michy Batshuayi,Fenerbahçe,ST,77,78,62,76,36,77
Ihlas Bebou,TSG Hoffenheim,ST,77,75,68,81,34,78
Juan Bernat,SL Benfica,LB,77,64,76,81,75,63
Philip Billing,AFC Bournemouth,CM,77,78,73,78,71,78
Daley Blind,Girona FC,CB,77,62,80,77,81,56
Willian,Fulham,LM,77,77,77,82,49,75
Fabio Borini,Sampdoria,LM,77,77,73,77,46,79
Lucas Boyé,Granada CF,ST,77,76,64,82,49,79
Martin Braithwaite,RCD Espanyol,ST,77,77,72,78,34,80
Ante Budimir,CA Osasuna,ST,77,77,49,79,35,81
Santiago Bueno,Wolves,CB,77,31,55,47,78,20
Alessandro Buongiorno,Torino,CB,77,45,69,60,79,36
Dominic Calvert-Lewin,Everton,ST,77,75,64,71,39,77
Gianluca Caprari,Monza,CF,77,75,76,82,33,76
Timothy Castagne,Fulham,RB,77,56,71,76,74,56
Danilo Cataldi,Latium,CDM,77,71,77,77,73,66
Franco Cervi,RC Celta,LM,77,67,72,77,55,70
Trevoh Chalobah,Chelsea,CB,77,47,65,69,78,44
Viktor Claesson,F.C. København,CM,77,73,74,77,65,75
Dodô,Fiorentina,RB,77,59,73,77,71,60
Joaquín Correa,OM,CF,77,73,74,85,40,74
Jaume Costa,RCD Mallorca,LWB,77,61,70,70,76,57
Aaron Cresswell,West Ham,LB,77,60,75,76,77,54
Danilo D'Ambrosio,Monza,CB,77,56,67,71,78,48
Ben Davies,Spurs,CB,77,58,72,70,78,58
Craig Dawson,Wolves,CB,77,47,59,48,80,49
De Frutos,Rayo Vallecano,RM,77,72,74,80,41,73
Vanderson,AS Monaco,RB,77,62,74,77,72,63
Michael,Al Hilal,LM,77,69,63,89,28,71
Merih Demiral,Al Ahli,CB,77,39,47,57,79,32
Paulinho,Sporting CP,ST,77,77,65,74,43,79
Samuel Lino,Atlético de Madrid,LM,77,70,69,79,32,72
Eric Dier,Spurs,CB,77,63,68,65,76,52
Sofiane Diop,OGC Nice,LM,77,71,75,82,54,70
Dakonam Djené,Getafe CF,CB,77,38,61,50,78,29
Berat Djimsiti,Bergamo Calcio,CB,77,39,59,34,78,36
Jérémy Doku,Manchester City,RM,77,67,68,85,25,70
Nicolás Domínguez,Nott'm Forest,CDM,77,66,71,74,72,65
Éderson,Bergamo Calcio,CM,77,66,73,79,71,62
Abdoulaye Doucouré,Everton,CM,77,76,70,77,76,75
Marvin Ducksch,SV Werder Bremen,ST,77,78,76,72,34,80
Harvey Elliott,Liverpool,CAM,77,64,75,81,46,64
Nico Elvedi,M'gladbach,CB,77,39,64,62,78,30
Gonzalo Escalante,Cádiz CF,CM,77,73,74,75,75,73
Nicolò Fagioli,Juventus,CM,77,63,78,79,70,52
Romain Faivre,FC Lorient,RM,77,73,76,80,62,72
Fábio Vieira,Arsenal,CAM,77,71,77,78,40,69
Jordan Ferri,Montpellier,CDM,77,65,76,72,70,60
Pablo Fornals,West Ham,LM,77,71,78,76,69,66
Kyogo Furuhashi,Celtic,ST,77,78,68,70,48,84
Levi García,AEK Athens,ST,77,73,71,83,35,76
Raúl García,Athletic Club,ST,77,80,81,77,59,78
Rodrigo Garro,Talleres,CAM,77,75,79,78,46,73
Yannick Gerhardt,VfL Wolfsburg,CM,77,70,74,75,72,69
Morgan Gibbs-White,Nott'm Forest,CAM,77,72,75,80,57,73
Bryan Gil,Spurs,LW,77,67,74,82,31,73
Maximiliano Gómez,Cádiz CF,ST,77,78,68,70,32,78
Leandro González Pirez,River Plate,CB,77,48,61,65,78,42
Demarai Gray,Ettifaq FC,LM,77,76,69,84,38,77
Marko Grujić,FC Porto,CM,77,71,72,79,74,72
Idrissa Gueye,Everton,CDM,77,60,66,69,80,54
Pape Gueye,OM,CM,77,59,71,69,75,52
Serhou Guirassy,VfB Stuttgart,ST,77,77,66,77,38,77
Arda Güler,Real Madrid,CAM,77,70,80,83,52,68
Guruzeta,Athletic Club,ST,77,76,68,77,42,79
Abderrazak Hamdallah,Al Ittihad,ST,77,76,70,77,31,78
Javier Hernández,LA Galaxy,ST,77,76,64,74,31,80
Bryan Heynen,KRC Genk,CDM,77,73,75,73,73,74
Morten Hjulmand,Sporting CP,CDM,77,56,74,72,68,52
Adam Hložek,Leverkusen,ST,77,77,73,77,31,78
Andreas Pereira,Fulham,CAM,77,75,78,79,66,70
Tomáš Holeš,Slavia Praha,CB,77,70,72,71,76,68
Timo Hübers,1. FC Köln,CB,77,40,56,56,79,36
Jonathan Ikoné,Fiorentina,RW,77,67,72,85,35,64
Illarramendi,FC Dallas,CM,77,69,76,76,75,68
Danny Ings,West Ham,ST,77,80,69,73,45,80
Ko Itakura,M'gladbach,CB,77,45,59,68,79,41
Vincent Janssen,Royal Antwerp FC,ST,77,76,67,69,48,77
Adnan Januzaj,Sevilla FC,RW,77,71,77,84,30,69
Sequeira,Pendikspor,LB,77,60,72,72,77,51
Curtis Jones,Liverpool,CM,77,68,73,80,68,65
Luka Jović,Milan,ST,77,76,68,76,29,75
Josip Juranović,Union Berlin,RWB,77,64,75,73,70,57
Ferdi Kadıoğlu,Fenerbahçe,RB,77,64,72,84,69,61
Saša Kalajdžić,Wolves,ST,77,75,68,74,46,82
Jesper Karlsson,Bologna,LW,77,76,72,80,35,72
Michael Keane,Everton,CB,77,49,63,59,79,50
Justin Kluivert,AFC Bournemouth,RM,77,73,71,81,38,71
Robin Knoche,Union Berlin,CB,77,42,54,42,81,38
Dominik Kohr,1. FSV Mainz 05,CDM,77,63,63,69,78,58
Ghislain Konan,Al Fayha,LB,77,52,70,76,73,45
Kouadio Manu Koné,M'gladbach,CM,77,70,74,84,69,71
Christian Kouamé,Fiorentina,ST,77,72,68,79,40,75
Christoph Kramer,M'gladbach,CDM,77,52,71,74,75,52
Ladislav Krejčí,Sparta Praha,CB,77,67,67,69,74,62
Enzo Le Fée,Stade Rennais FC,CM,77,56,78,79,62,49
Florian Lejeune,Rayo Vallecano,CB,77,57,63,62,77,50
Clément Lenglet,Aston Villa,CB,77,45,69,57,77,39
Jefferson Lerma,Crystal Palace,CDM,77,67,68,70,76,62
Jesper Lindstrøm,Napoli FC,CAM,77,73,70,83,43,76
Marko Livaja,Hajduk Split,CF,77,79,71,80,38,79
Diego Llorente,Roma FC,CB,77,40,63,65,76,39
Ruben Loftus-Cheek,Milan,CM,77,68,75,82,67,66
Pedro Neto,Wolves,LM,77,74,70,80,31,75
Castello Lukeba,RB Leipzig,CB,77,43,67,70,78,41
Saša Lukić,Fulham,CM,77,68,77,81,68,65
André Horta,SC Braga,CM,77,70,76,77,67,68
Darwin Machís,Cádiz CF,LM,77,76,72,83,38,75
Noni Madueke,Chelsea,RW,77,71,68,85,35,72
Joakim Mæhle,VfL Wolfsburg,LWB,77,57,69,71,70,50
Marcano,FC Porto,CB,77,46,60,52,79,43
Guillermo Maripán,AS Monaco,CB,77,42,58,49,78,39
Lucas Martínez Quarta,Fiorentina,CB,77,56,69,68,76,50
Clinton Mata,OL,RB,77,61,68,72,75,53
Melendo,Granada CF,CM,77,68,78,76,60,71
Domingos Duarte,Getafe CF,CB,77,35,58,48,78,30
Pere Milla,RCD Espanyol,ST,77,78,69,80,38,81
James Milner,Brighton,CM,77,70,79,76,76,62
Yerry Mina,Fiorentina,CB,77,54,58,59,77,51
Rafa Mir,Sevilla FC,ST,77,77,66,72,45,76
Alexey Miranchuk,Bergamo Calcio,CF,77,72,76,80,31,73
Miranda,Real Betis,LB,77,62,72,77,73,55
Terem Moffi,OGC Nice,ST,77,77,54,76,25,79
Johan Mojica,CA Osasuna,LB,77,65,73,72,72,62
César Montes,UD Almería,CB,77,46,63,63,78,48
Trincão,Sporting CP,RW,77,75,70,83,39,77
Youssoufa Moukoko,Borussia Dortmund,ST,77,75,59,79,34,79
Marshall Munetsi,Stade de Reims,CDM,77,69,69,72,73,68
Daniel Muñoz,KRC Genk,RB,77,65,69,70,75,69
Rodrigo Becão,Fenerbahçe,CB,77,33,56,38,79,30
João Mário,FC Porto,RB,77,63,70,75,69,60
Moussa Niakhaté,Nott'm Forest,CB,77,42,63,65,78,37
Felix Nmecha,Borussia Dortmund,CM,77,68,72,80,68,66
Lukas Nmecha,VfL Wolfsburg,ST,77,77,66,77,40,78
Christian Nørgaard,Brentford,CDM,77,60,69,66,76,61
Unai Núñez,RC Celta,CB,77,24,51,40,77,18
Anthony Nwakaeme,Al Fayha,ST,77,77,74,81,39,77
Brian Oliván,RCD Espanyol,LB,77,61,72,68,72,56
Emerson,West Ham,LB,77,63,75,79,73,51
Leandro Paredes,Roma FC,CM,77,64,81,79,71,50
Fabiano Parisi,Fiorentina,LB,77,67,70,79,72,60
Enzo Pérez,River Plate,CDM,77,65,75,75,74,61
Andrea Petagna,Cagliari,ST,77,76,68,76,34,80
Orbelín Pineda,AEK Athens,CAM,77,75,72,81,64,76
Alassane Plea,M'gladbach,CAM,77,76,79,77,39,75
Stefan Posch,Bologna,RB,77,29,58,34,81,23
Yaroslav Rakitskyi,Shakhtar Donetsk,CB,77,67,76,67,77,59
Ante Rebić,Beşiktaş,ST,77,77,72,80,46,76
Nathan Redmond,Burnley,RM,77,75,70,82,30,76
Thierry Correia,Valencia CF,RB,77,49,68,76,72,43
Mateo Retegui,Genoa,ST,77,77,64,69,36,82
Diego Rico,Getafe CF,LB,77,55,73,69,76,40
Riquelme,Atlético de Madrid,LM,77,75,74,82,38,76
Fábio Cardoso,FC Porto,CB,77,32,53,65,77,22
Marcos Rojo,Boca Juniors,CB,77,60,67,61,76,50
Luiz Henrique,Real Betis,RM,77,70,69,84,53,71
Nicolò Rovella,Latium,CM,77,63,76,75,74,52
Raúl Ruidíaz,Sounders FC,ST,77,78,65,77,33,80
Julian Ryerson,Borussia Dortmund,LB,77,60,68,77,73,57
Youssouf Sabaly,Real Betis,RB,77,54,65,73,74,47
Umar Sadiq,Real Sociedad,ST,77,76,60,76,30,80
Davinson Sánchez,Galatasaray,CB,77,47,54,62,77,44
Rodri,Real Betis,LM,77,73,75,79,38,74
Baptiste Santamaria,Stade Rennais FC,CDM,77,65,72,74,73,61
Mykola Shaparenko,Dynamo Kyiv,CM,77,72,77,78,65,70
Oliver Skipp,Spurs,CDM,77,47,68,69,75,41
Andreas Skov Olsen,Club Brugge,RM,77,76,72,78,39,75
Manor Solomon,Spurs,LW,77,72,75,85,43,75
Florian Sotoca,RC Lens,ST,77,75,74,72,50,77
Çağlar Söyüncü,Atlético de Madrid,CB,77,46,59,62,76,39
Jeremiah St. Juste,Sporting CP,CB,77,58,65,75,79,59
Nicolae Stanciu,Damac FC,CM,77,73,79,77,62,72
Gabriel Strefezza,Lecce,RW,77,68,75,79,29,73
Cristhian Stuani,Girona FC,ST,77,80,69,70,48,80
Damián Suárez,Getafe CF,RWB,77,69,72,72,76,64
